name,genres
TOOL,"['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']"
Mary J. Blige,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
Rage Against The Machine,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock', 'rock']"
Ludovico Einaudi,"['bow pop', 'compositional ambient', 'neo-classical']"
Marco Antonio Solís,"['grupera', 'latin', 'latin pop', 'regional mexican']"
Stone Temple Pilots,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']"
Wu-Tang Clan,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
Oasis,"['beatlesque', 'britpop', 'madchester', 'modern rock', 'permanent wave', 'rock']"
Shaggy,"['dance pop', 'reggae fusion']"
Los Amables Del Norte,"['corrido', 'deep regional mexican', 'norteno']"
Ricardo Arjona,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'rock en espanol', 'tropical']"
No Doubt,"['alternative rock', 'dance pop', 'permanent wave', 'pop rock']"
Rittz,"['atl hip hop', 'country rap', 'pop rap', 'southern hip hop']"
Los Huracanes del Norte,"['corrido', 'norteno', 'nuevo regional mexicano', 'regional mexican']"
Common,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'neo soul', 'political hip hop', 'rap', 'southern hip hop']"
Juvenile,"['bounce', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Bun B,"['dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
SWV,"['dance pop', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Banda Machos,"['banda', 'corrido', 'regional mexican', 'tecnobanda']"
Andrea Bocelli,"['adult standards', 'classical tenor', 'italian tenor', 'operatic pop']"
Anahí,"['dance pop', 'latin pop', 'post-teen pop']"
Andrew Bird,"['baroque pop', 'chamber pop', 'chicago indie', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'stomp and holler']"
Brian McKnight,"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Chris Cornell,"['alternative metal', 'alternative rock', 'rock']"
Coolio,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
Jermaine Dupri,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop']"
Aphex Twin,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']"
Pavement,"['alternative pop', 'alternative rock', 'anti-folk', 'art rock', 'dance rock', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'new wave', 'rock']"
The Pharcyde,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap', 'west coast rap']"
Marvin Sapp,['gospel']
Yaviah,"['latin', 'latin hip hop', 'reggaeton', 'tropical']"
Pimp C,"['baton rouge rap', 'chopped and screwed', 'crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'houston rap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap']"
Mac Dre,"['cali rap', 'gangster rap', 'hyphy', 'oakland hip hop', 'west coast rap', 'west coast trap']"
Cristian Castro,"['latin', 'latin arena pop', 'latin pop']"
The Wallflowers,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'rock']"
The Verve,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'pop rock', 'rock', 'shoegaze']"
Marco Barrientos,"['latin christian', 'latin worship', 'rock cristiano']"
Café Tacvba,"['latin', 'latin alternative', 'latin rock', 'mexican rock', 'rock en espanol']"
Paulina Rubio,"['dance pop', 'latin', 'latin arena pop', 'latin pop', 'mexican pop']"
Jeff Buckley,"['melancholia', 'permanent wave', 'rock', 'singer-songwriter']"
RuPaul,"['dance pop', 'diva house', 'pop', 'pop dance', 'strut']"
Edwin McCain,"['acoustic pop', 'neo mellow', 'pop rock']"
Zakk Wylde,['metal']
Ace of Base,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'pop rock']"
House Of Pain,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']"
4 Non Blondes,"['new wave pop', 'pop rock']"
Brad Kane,"['disney', 'movie tunes']"
Los Mier,"['cumbia sonidera', 'grupera', 'gruperas inmortales', 'regional mexican']"
Loon,"['hip pop', 'pop rap']"
Rayvon,"['barbadian pop', 'reggae fusion']"
Das EFX,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']"
Brotha Lynch Hung,"['gangster rap', 'hip hop', 'horrorcore', 'hyphy', 'rap', 'sacramento hip hop', 'west coast rap', 'west coast trap']"
Laidback Luke,"['big room', 'deep big room', 'disco house', 'dutch edm', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house']"
Opeth,"['alternative metal', 'metal', 'progressive metal', 'rock', 'swedish metal', 'swedish progressive metal']"
Vertical Horizon,"['neo mellow', 'pop rock', 'post-grunge']"
Garth Brooks,"['country', 'oklahoma country']"
Iris DeMent,"['arkansas country', 'country rock', 'folk', 'folk rock', 'lilith', 'roots rock', 'singer-songwriter', 'traditional folk']"
Confederate Railroad,"['country', 'country road', 'country rock', 'redneck', 'southern rock']"
Pond,"['indie rock', 'neo-psychedelic']"
Rob Halford,['metal']
Haddaway,"['bubblegum dance', 'eurodance', 'europop', 'hip house']"
Olga Tañón,"['latin', 'puerto rican pop', 'tropical']"
Bruce Reitherman,"['disney', 'movie tunes']"
Shai,"['boy band', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Eva Cassidy,"['adult standards', 'folk', 'lilith', 'vocal jazz']"
Xavier Rudd,"['australian indie folk', 'australian reggae fusion']"
Rachel Portman,"['british soundtrack', 'classic soundtrack', 'compositional ambient', 'scorecore', 'soundtrack']"
Lipps Inc.,"['disco', 'minneapolis sound']"
Armand Van Helden,"['deep groove house', 'deep house', 'disco house', 'house', 'pop dance', 'speed garage', 'uk dance', 'vocal house']"
"Phillips, Craig & Dean","['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
Tito Rojas,"['latin', 'latin jazz', 'salsa', 'salsa puertorriquena', 'tropical']"
Toño Rosario,"['dominican pop', 'latin', 'merengue', 'tropical']"
Helmet,"['alternative metal', 'alternative rock', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'post-hardcore', 'rap rock', 'rock']"
Cracker,"['alternative country', 'alternative rock', 'permanent wave', 'pop rock', 'roots rock']"
Fear Factory,"['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'metal', 'nu metal', 'rap metal', 'rap rock']"
Grupo Alfa 7,"['banda caliente', 'corrido', 'duranguense', 'grupera', 'regional mexican']"
Wynonna,"['country', 'country dawn']"
Mandingo,['gruperas inmortales']
The Verve Pipe,"['alternative rock', 'pop rock', 'post-grunge']"
Banda Brava,['tecnobanda']
Los Tiranos Del Norte,"['corrido', 'norteno', 'regional mexican']"
Jon McLaughlin,"['acoustic pop', 'indie cafe pop', 'indiecoustica', 'indy indie', 'neo mellow', 'piano rock', 'pop rock', 'viral pop']"
Arrested Development,"['atl hip hop', 'conscious hip hop', 'hip hop', 'rap']"
Blue Stahli,"['cyberpunk', 'future rock', 'industrial metal']"
Keith David,['movie tunes']
Jorge Drexler,"['cantautor', 'latin afrobeat', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol']"
Lisa Loeb,"['lilith', 'new wave pop', 'pop rock', 'singer-songwriter']"
Kris Kross,"['hip hop', 'new jack swing', 'rap']"
Thomas Gold,"['big room', 'deep big room', 'edm', 'electro house', 'funky tech house', 'german techno', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'sky room']"
Ednita Nazario,"['latin', 'latin arena pop', 'latin pop', 'puerto rican pop', 'tropical']"
Jewell,[]
Bikini Kill,"['indie punk', 'olympia wa indie', 'riot grrrl']"
Darci,"['trap soul', 'wave']"
Paquita La Del Barrio,"['mariachi', 'ranchera']"
Jorge Celedón,"['latin', 'latin pop', 'musica popular colombiana', 'tropical', 'vallenato', 'vallenato moderno']"
Jackyl,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock']"
Little V.,['otacore']
Face To Face,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']"
Hildur Guðnadóttir,"['cello', 'compositional ambient', 'drone', 'icelandic classical', 'icelandic experimental', 'soundtrack']"
Natasja,"['classic danish pop', 'danish hip hop', 'danish pop']"
Love Fellowship Choir,[]
Lagwagon,"['melodic hardcore', 'pop punk', 'punk', 'ska punk', 'skate punk', 'socal pop punk']"
Netta,"['eurovision', 'israeli pop']"
Rick Braun,"['jazz trumpet', 'smooth jazz']"
Proyecto Uno,"['latin', 'latin house', 'tropical']"
2002,['new age']
Spiritualized,"['alternative rock', 'art pop', 'art rock', 'britpop', 'freak folk', 'noise pop', 'nu gaze', 'shoegaze']"
Baha Men,['bahamian pop']
Jeru The Damaja,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']"
Johan Söderqvist,"['nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']"
David Nevue,"['christian relaxative', 'new age', 'new age piano']"
CeCe Peniston,"['diva house', 'hip house', 'urban contemporary', 'vocal house']"
Audio Adrenaline,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']"
The Pearlie Chorus,[]
Twice As Nice,[]
Shawn Mullins,['pop rock']
Cheech Marin,[]
Jade,"['girl group', 'neurofunk', 'new jack swing']"
El Haragán y Compañía,"['rock en espanol', 'rock urbano mexicano']"
Anders Osborne,"['blues rock', 'country rock', 'deep new americana', 'funk', 'jam band', 'louisiana blues', 'modern blues', 'modern blues rock', 'new americana', 'new orleans blues', 'roots rock']"
Autechre,"['abstract', 'ambient', 'ambient techno', 'art pop', 'bass music', 'chamber psych', 'drill and bass', 'drone', 'electro', 'electronica', 'experimental', 'fourth world', 'glitch', 'intelligent dance music', 'microhouse', 'ninja', 'outsider house', 'techno', 'uk experimental electronic']"
Smog,"['alternative country', 'alternative rock', 'anti-folk', 'art pop', 'art rock', 'chamber pop', 'freak folk', 'gbvfi', 'indie folk', 'lo-fi', 'roots rock', 'singer-songwriter', 'stomp and holler']"
Felipe Peláez,"['colombian pop', 'latin', 'latin pop', 'musica popular colombiana', 'vallenato', 'vallenato moderno']"
Blake Mills,"['alternative country', 'art pop', 'chamber pop', 'freak folk', 'indie folk', 'modern folk rock', 'stomp and holler']"
Dave Hollister,"['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
RBL Posse,"['gangster rap', 'hyphy', 'west coast rap', 'west coast trap']"
Sleep,"['doom metal', 'drone metal', 'psychedelic doom', 'space rock', 'stoner metal', 'stoner rock']"
Benny,"['latin', 'latin pop', 'rock en espanol']"
Eric Thomas,"['hard motivation', 'motivation']"
Lord Finesse,"['alternative hip hop', 'bronx hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'jazz boom bap', 'turntablism']"
Wreckx-N-Effect,"['new jack swing', 'rap']"
Adam Plack,[]
Grupo Yndio,"['grupera', 'mexican rock-and-roll']"
The Del McCoury Band,"['appalachian folk', 'bluegrass', 'jam band', 'old-time', 'progressive bluegrass', 'traditional folk']"
Failure,"['alternative metal', 'alternative rock', 'grunge', 'modern alternative rock', 'post-hardcore']"
RTE Concert Orchestra,['orchestra']
Elisa,"['italian adult pop', 'italian pop']"
Banda R-15,['tecnobanda']
The Beatnuts,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'turntablism']"
Jim Norton,"['comedy', 'deep comedy', 'new comedy']"
Banda Vallarta Show,"['banda', 'tecnobanda']"
Paul Baloche,"['ccm', 'christelijk', 'christian alternative rock', 'christian music', 'classic praise', 'french worship', 'roots worship', 'world worship', 'worship']"
Karen Dotrice,"['disney', 'movie tunes']"
Nod,[]
Kurt Carr & The Kurt Carr Singers,['gospel']
Matthew Garber,[]
Nek,"['europop', 'italian adult pop']"
"Medeski, Martin & Wood","['contemporary jazz', 'funk', 'instrumental funk', 'jam band', 'jazz funk', 'jazz fusion', 'jazz organ', 'jazz trio', 'modern jazz trio']"
Joshua Redman,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'ecm-style jazz', 'hard bop', 'indie jazz', 'jazz', 'jazz funk', 'jazz fusion', 'jazz saxophone', 'straight-ahead jazz']"
"Allen Gordon, Jr. aka ""ALLSTAR""",[]
Daz,[]
Metropole Orkest,['baithak gana']
Jonathan Freeman,"['disney', 'movie tunes']"
Michael Gray,"['disco house', 'vocal house']"
Ram Herrera,['tejano']
Chayito Valdez,"['mariachi', 'ranchera']"
Babasónicos,"['argentine rock', 'electronica argentina', 'latin alternative', 'latin rock', 'pop electronico', 'rock en espanol']"
Mister Rogers,[]
Ronny Jordan,"['jazz funk', 'smooth jazz']"
AWJC Media,[]
William Matthews,['deep ccm']
Shaquille O'Neal,['new jersey rap']
Trent Reznor,"['industrial rock', 'soundtrack']"
New London Children's Choir,"['british choir', ""children's choir""]"
DJ Felli Fel,['pop rap']
EDDIE,['dark clubbing']
Los Guamúchileños,[]
Bill & Gloria Gaither,['southern gospel']
Hey Steve,['modern alternative rock']
Bob Kauflin,['classic praise']
"""Joseph And The Amazing Technicolor Dreamcoat"" 1992 Canadian Cast",[]
Nach,"['latin hip hop', 'rap conciencia', 'spanish hip hop']"
R.I.O.,"['dance pop', 'edm', 'german dance', 'partyschlager', 'pop dance', 'pop house']"
X-Raided,"['bay area hip hop', 'g funk', 'gangster rap', 'hyphy', 'sacramento hip hop', 'west coast trap']"
Wu Bai,"['c-pop', 'classic mandopop', 'mandopop', 'taiwan pop', 'taiwan singer-songwriter']"
Denise Faye,['show tunes']
Blue,"['boy band', 'dance pop', 'europop']"
Los Rodarte,"['grupera', 'gruperas inmortales']"
Public Announcement,"['new jack swing', 'r&b', 'urban contemporary']"
D.L. Hughley,"['black comedy', 'comedy']"
Paul Westerberg,"['alternative country', 'alternative pop', 'alternative rock', 'gbvfi', 'power pop', 'roots rock']"
Red House Painters,"['alternative rock', 'freak folk', 'indie rock', 'lo-fi', 'melancholia', 'slowcore']"
Haricharan,"['deep indian pop', 'filmi', 'tamil pop']"
Jimmy LaFave,"['alternative country', 'austin singer-songwriter', 'country rock', 'folk', 'lilith', 'roots rock', 'traditional folk']"
Anthony Warlow,[]
Bill Appleberry,[]
The Elgins,"['brill building pop', 'classic soul', 'motown', 'soul']"
Junior Kimbrough,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'modern blues rock', 'punk blues', 'traditional blues']"
Turbonegro,"['glam punk', 'norwegian punk rock', 'norwegian rock', 'punk', ""punk 'n' roll""]"
golden era,['lo-fi cover']
Luna,"['alternative country', 'alternative pop', 'alternative rock', 'freak folk', 'gbvfi', 'indie rock', 'lo-fi', 'melancholia', 'power pop']"
Max Schultz,[]
Usher,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
Tim McGraw,"['contemporary country', 'country', 'country road']"
OutKast,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop']"
Nate Dogg,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
Dave Matthews Band,"['jam band', 'neo mellow', 'pop rock']"
Los Ángeles Azules,"['gruperas inmortales', 'nu-cumbia', 'regional mexican']"
Chris Lane,"['contemporary country', 'country road']"
Shania Twain,"['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop']"
Ja Rule,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']"
Fat Joe,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap']"
Counting Crows,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'rock']"
Kirk Franklin,"['gospel', 'gospel r&b']"
311,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion', 'rock']"
Faith Hill,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'pop rock']"
Sheryl Crow,"['folk', 'lilith', 'mellow gold', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock', 'rock']"
Los Originales De San Juan,"['corrido', 'deep regional mexican', 'norteno', 'regional mexican']"
Ginuwine,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'southern hip hop', 'urban contemporary']"
Carlos Vives,"['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']"
Mobb Deep,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']"
Cam’ron,"['battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Warren G,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']"
Kurupt,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap', 'west coast trap']"
Big Pun,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'rap', 'southern hip hop']"
Blackstreet,"['boy band', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'rap', 'urban contemporary']"
The Mountain Goats,"['alternative rock', 'anti-folk', 'canadian indie', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new weird america', 'stomp and holler']"
Los Rehenes,"['grupera', 'gruperas inmortales', 'regional mexican']"
Tracy Byrd,"['contemporary country', 'country', 'country road', 'country rock']"
Clay Walker,"['contemporary country', 'country', 'country road', 'modern country rock']"
Matt Nathanson,"['acoustic pop', 'indiecoustica', 'neo mellow', 'pop rock']"
The Roots,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'neo soul', 'philly rap', 'political hip hop', 'southern hip hop']"
Daz Dillinger,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap', 'west coast trap']"
Israel Kamakawiwo'ole,['hawaiian']
Diana Krall,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'lounge', 'vocal jazz']"
Rancid,"['punk', 'ska', 'ska punk', 'skate punk']"
Devin The Dude,"['dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'rap', 'southern hip hop', 'trap']"
Cheryl Freeman,"['disney', 'movie tunes']"
Snow,['reggae fusion']
Candlebox,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'post-grunge', 'rock']"
Ben Harper,['neo mellow']
Xscape,"['atl hip hop', 'dance pop', 'girl group', 'hip pop', 'neo soul', 'new jack swing', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary']"
Eddie Vedder,"['acoustic rock', 'permanent wave', 'rock']"
Laura Pausini,"['europop', 'italian adult pop', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'spanish pop']"
David Gray,"['neo mellow', 'permanent wave', 'pop rock']"
Andre Nickatina,"['gangster rap', 'hyphy', 'west coast rap', 'west coast trap']"
Clutch,"['alternative metal', 'alternative rock', 'funk metal', 'hard rock', 'rock', 'stoner metal', 'stoner rock']"
Los Canelos De Durango,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']"
Portishead,"['art pop', 'electronica', 'laboratorio', 'trip hop']"
Slash,"['alternative metal', 'hard rock', 'rock']"
Roz Ryan,[]
Anthony Santos,"['bachata', 'bachata dominicana', 'dominican pop', 'latin', 'tropical']"
Lupillo Rivera,"['banda', 'corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']"
Mike Jones,[]
Toadies,"['alternative metal', 'alternative rock', 'grunge', 'post-grunge']"
N.O.R.E.,"['gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop']"
Built To Spill,"['alternative pop', 'alternative rock', 'anti-folk', 'canadian indie', 'freak folk', 'garage psych', 'idaho indie', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'stomp and holler']"
Joe Jonas,['post-teen pop']
Barney,"['cartoon', ""children's music""]"
The O'Neill Brothers,['sleep']
Antony Santos,"['bachata dominicana', 'dominican pop', 'latin', 'tropical']"
Ty Segall,"['alternative rock', 'australian garage punk', 'bay area indie', 'blues rock', 'freak folk', 'garage pop', 'garage psych', 'garage rock', 'indie garage rock', 'indie rock', 'neo-psychedelic', 'noise pop', 'nu gaze', 'oc indie', 'punk blues']"
Tha Dogg Pound,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hyphy', 'rap', 'southern hip hop', 'west coast rap', 'west coast trap']"
Tim Reynolds,[]
Guardianes Del Amor,"['cumbia sonidera', 'grupera', 'gruperas inmortales']"
Digable Planets,"['afrofuturism', 'alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'psychedelic hip hop', 'rap']"
Diego Torres,"['latin', 'latin pop', 'pop argentino', 'rock en espanol', 'spanish pop', 'tropical']"
Pastor Troy,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
H-Town,"['boy band', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Deep Blue Something,['pop rock']
Catherine O'Hara,[]
Banda Maguey,"['banda', 'corrido', 'regional mexican', 'tecnobanda']"
8Ball & MJG,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap']"
Guru,"['alternative hip hop', 'boston hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']"
Souls Of Mischief,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'turntablism']"
Henry Jackman,"['british soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music']"
La Apuesta,"['corrido', 'cumbia sonidera', 'duranguense', 'musica costena', 'regional mexican']"
Ed Ivory,[]
Samuel Hernández,"['latin christian', 'latin worship']"
DJ Screw,"['chopped and screwed', 'crunk', 'dirty south rap', 'gangster rap', 'houston rap', 'trap', 'underground hip hop']"
Makaveli,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
Craig Mack,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
"Mario ""El Cachorro"" Delgado","['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']"
Kidsongs,"[""children's music""]"
Sub Focus,"['drum and bass', 'house', 'liquid funk', 'uk dance', 'uk dnb']"
Peter Hook,['madchester']
Marta Sánchez,"['latin pop', 'spanish pop']"
Meshell Ndegeocello,"['funk', 'neo soul']"
Bible,['bible']
Los Incomparables De Tijuana,"['corrido', 'deep regional mexican', 'norteno', 'regional mexican']"
Groove Theory,"['neo soul', 'new jack swing', 'r&b', 'urban contemporary']"
We Three,[]
Liz Phair,"['alternative pop', 'alternative rock', 'anti-folk', 'candy pop', 'folk', 'lilith', 'new wave pop', 'permanent wave', 'pop rock']"
Maya Jane Coles,"['deep disco house', 'deep house', 'electra', 'electronica', 'house', 'microhouse', 'minimal tech house', 'uk house']"
Steven C,"['calming instrumental', 'christian relaxative', 'classify']"
Onyx,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']"
Los Dinamicos Del Norte,"['corrido', 'deep regional mexican', 'norteno', 'regional mexican']"
Paul Reubens,[]
Eraserheads,"['opm', 'pinoy reggae', 'pinoy rock']"
Daniel Harding,['orchestral performance']
Ingrid Rosario,"['latin christian', 'latin worship', 'rock cristiano']"
Pickin' On Series,['progressive bluegrass']
Kokane,"['g funk', 'gangster rap', 'hyphy', 'west coast rap', 'west coast trap']"
Johnny Depp,['hollywood']
ATB,"['german dance', 'german techno', 'german trance', 'trance']"
Propagandhi,"['canadian indie', 'canadian punk', 'folk punk', 'melodic hardcore', 'orgcore', 'punk', 'ska punk', 'skate punk']"
Cast - The Nightmare Before Christmas,['movie tunes']
Juan Carlos Alvarado,"['latin christian', 'latin worship']"
Chris Willis,[]
Selena y los Dinos,['latin pop']
Ghost Town DJs,[]
Proleter,"['electro swing', 'nu jazz']"
Emilio Navaira,"['regional mexican', 'tejano']"
Verdine White,[]
Morphine,"['alternative rock', 'boston rock']"
Deepak Chopra,[]
Karen Mok,"['c-pop', 'cantopop', 'classic mandopop', 'mandopop']"
Mac Mall,"['g funk', 'gangster rap', 'hyphy', 'west coast rap', 'west coast trap']"
Jay Pérez,['tejano']
Banda Sinaloense Los Recoditos,"['banda', 'nuevo regional mexicano', 'regional mexican']"
Bratmobile,"['indie punk', 'olympia wa indie', 'queercore', 'riot grrrl']"
Leftover Salmon,"['bluegrass', 'jam band', 'jamgrass', 'progressive bluegrass']"
Porno for Pyros,"['alternative metal', 'alternative rock', 'funk metal', 'rock']"
Norteños de Ojinaga,['deep norteno']
Kurt Cobain,"['acoustic rock', 'grunge']"
"Bonnie ""Prince"" Billy","['alternative country', 'anti-folk', 'chamber pop', 'folk', 'freak folk', 'indie folk', 'indie rock', 'melancholia', 'singer-songwriter', 'stomp and holler', 'traditional folk']"
Katatonia,"['alternative metal', 'doom metal', 'gothic metal', 'melodic death metal', 'metal', 'progressive metal', 'swedish doom metal', 'swedish metal', 'swedish progressive metal']"
Fools Garden,['german pop rock']
Dark Tranquillity,"['death metal', 'gothenburg metal', 'melodic death metal', 'metal', 'swedish death metal', 'swedish metal']"
Raul Di Blasio,['latin pop']
The Tri-City Singers,"['gospel', 'praise']"
Great Big Sea,"['canadian celtic', 'canadian indie', 'canadian rock', 'celtic rock', 'nl folk']"
Larry Cordle,['bluegrass']
Booka Shade,"['electronica', 'frankfurt electronic', 'german techno', 'microhouse', 'minimal techno', 'tech house']"
Los Solitarios,['mexican rock-and-roll']
E.S.G.,"['chopped and screwed', 'crunk', 'dirty south rap', 'dirty texas rap', 'gangster rap', 'houston rap']"
Keith Murray,"['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']"
Tag Team,['miami bass']
Jarvis Cocker,"['britpop', 'sheffield indie']"
Cory Morrow,"['outlaw country', 'red dirt', 'texas country']"
Alice Ripley,"['broadway', 'hollywood', 'show tunes']"
Grupo Mania,"['latin', 'merengue', 'tropical']"
The Coup,"['alternative hip hop', 'conscious hip hop', 'hip hop', 'oakland hip hop', 'political hip hop']"
Lee So Ra,"['k-indie', 'k-pop', 'korean pop']"
Acid Bath,"['doom metal', 'drone metal', 'louisiana metal', 'sludge metal', 'stoner metal']"
Lords Of The Underground,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'rap', 'turntablism']"
Black Moon,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']"
Guttermouth,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']"
Roberto Orellana,"['latin christian', 'latin worship', 'musica cristiana guatemalteca']"
